SOCCode	Element_ID	Element_Name	average_scale	TOT_EMP	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
00-0000	2.C.1.e	Customer and Personal Service	72.89052759		All occ	44729.892745	1	All occupations	3	0
00-0000	2.C.1.e	Customer and Personal Service	59.111124095		All occ	39810.431248	2	All occupations	3	0
00-0000	2.C.1.e	Customer and Personal Service	40.559256339		All occ	44371.500036	3	All occupations	3	0
00-0000	2.C.1.e	Customer and Personal Service	78.661670344		All occ	72885.588921	0	All occupations	4	0
00-0000	2.C.1.e	Customer and Personal Service	69.640822136		All occ	67375.281358	1	All occupations	4	0
00-0000	2.C.1.e	Customer and Personal Service	60.332176169		All occ	67409.891784	2	All occupations	4	0
00-0000	2.C.1.e	Customer and Personal Service	47.411441474		All occ	79938.45189	3	All occupations	4	0
00-0000	2.C.1.e	Customer and Personal Service	82.458152012		All occ	83282.7844	0	All occupations	5	0
00-0000	2.C.1.e	Customer and Personal Service	73.658157723		All occ	95437.393159	1	All occupations	5	0
00-0000	2.C.1.e	Customer and Personal Service	58.284501406		All occ	98248.527392	2	All occupations	5	0
00-0000	2.C.1.e	Customer and Personal Service	44.745393846		All occ	76922.467009	3	All occupations	5	0
00-0000	2.C.1.f	Personnel and Human Resources	37.29132365		All occ	20369.201323	0	All occupations	1	0
00-0000	2.C.1.f	Personnel and Human Resources	31.971442359		All occ	20282.848438	1	All occupations	1	0
00-0000	2.C.1.f	Personnel and Human Resources	24.892913368		All occ	20070.570159	2	All occupations	1	0
00-0000	2.C.1.f	Personnel and Human Resources	18.439881557		All occ	22229.509923	3	All occupations	1	0
00-0000	2.C.1.f	Personnel and Human Resources	42.843553272		All occ	30861.668962	0	All occupations	2	0
00-0000	2.C.1.f	Personnel and Human Resources	34.10760451		All occ	30503.495927	1	All occupations	2	0
00-0000	2.C.1.f	Personnel and Human Resources	26.96405084		All occ	29099.651639	2	All occupations	2	0
00-0000	2.C.1.f	Personnel and Human Resources	19.617178064		All occ	27119.712575	3	All occupations	2	0
00-0000	2.C.1.f	Personnel and Human Resources	50.530522496		All occ	49094.524709	0	All occupations	3	0
00-0000	2.C.1.f	Personnel and Human Resources	37.498957856		All occ	38641.621032	1	All occupations	3	0
00-0000	2.C.1.f	Personnel and Human Resources	30.911975109		All occ	43183.157921	2	All occupations	3	0
00-0000	2.C.1.f	Personnel and Human Resources	22.603776271		All occ	36272.316955	3	All occupations	3	0
00-0000	2.C.1.f	Personnel and Human Resources	66.29721766		All occ	86087.895071	0	All occupations	4	0
00-0000	2.C.1.f	Personnel and Human Resources	49.042624953		All occ	65778.92014	1	All occupations	4	0
00-0000	2.C.1.f	Personnel and Human Resources	40.775659715		All occ	65313.249531	2	All occupations	4	0
00-0000	2.C.1.f	Personnel and Human Resources	28.050955079		All occ	66675.825689	3	All occupations	4	0
00-0000	2.C.1.f	Personnel and Human Resources	62.464791362		All occ	106691.67727	0	All occupations	5	0
00-0000	2.C.1.f	Personnel and Human Resources	50.054403001		All occ	91544.478416	1	All occupations	5	0
00-0000	2.C.1.f	Personnel and Human Resources	44.206146091		All occ	74966.449263	2	All occupations	5	0
00-0000	2.C.1.f	Personnel and Human Resources	36.350992788		All occ	74604.760777	3	All occupations	5	0
00-0000	2.C.10	Transportation	53.281372854		All occ	30525.507114	0	All occupations	1	0
00-0000	2.C.10	Transportation	31.785191313		All occ	20039.874484	1	All occupations	1	0
00-0000	2.C.10	Transportation	25.648799441		All occ	20331.880424	2	All occupations	1	0
00-0000	2.C.10	Transportation	20.816282291		All occ	19856.194069	3	All occupations	1	0
00-0000	2.C.10	Transportation	59.147813817		All occ	35681.488819	0	All occupations	2	0
00-0000	2.C.10	Transportation	37.420703091		All occ	26862.256588	1	All occupations	2	0
00-0000	2.C.10	Transportation	27.340335683		All occ	28476.841454	2	All occupations	2	0
00-0000	2.C.10	Transportation	17.335126251		All occ	28948.023204	3	All occupations	2	0
00-0000	2.C.10	Transportation	51.100028084		All occ	53636.921006	0	All occupations	3	0
00-0000	2.C.10	Transportation	34.523536927		All occ	40364.279483	1	All occupations	3	0
00-0000	2.C.10	Transportation	26.12895269		All occ	41070.750847	2	All occupations	3	0
00-0000	2.C.10	Transportation	16.660061734		All occ	38961.439819	3	All occupations	3	0
00-0000	2.C.10	Transportation	44.470514943		All occ	82950.781824	0	All occupations	4	0
00-0000	2.C.10	Transportation	33.796753776		All occ	58060.658475	1	All occupations	4	0
00-0000	2.C.10	Transportation	24.838138852		All occ	72765.567505	2	All occupations	4	0
00-0000	2.C.10	Transportation	15.27236192		All occ	68869.287102	3	All occupations	4	0
00-0000	2.C.10	Transportation	37.911228769		All occ	89224.05673	0	All occupations	5	0
00-0000	2.C.10	Transportation	26.712381838		All occ	75450.021395	1	All occupations	5	0
00-0000	2.C.10	Transportation	21.230412284		All occ	92560.13095	2	All occupations	5	0
00-0000	2.C.10	Transportation	15.267868035		All occ	98494.322268	3	All occupations	5	0
00-0000	2.C.2.a	Production and Processing	56.578998968		All occ	23239.048111	0	All occupations	1	0
00-0000	2.C.2.a	Production and Processing	41.890567862		All occ	22640.144143	1	All occupations	1	0
00-0000	2.C.2.a	Production and Processing	35.261408804		All occ	19862.131024	2	All occupations	1	0
00-0000	2.C.2.a	Production and Processing	22.224867837		All occ	19780.399538	3	All occupations	1	0
00-0000	2.C.2.a	Production and Processing	64.465052838		All occ	36424.124341	0	All occupations	2	0
00-0000	2.C.2.a	Production and Processing	49.721421066		All occ	31886.547839	1	All occupations	2	0
00-0000	2.C.2.a	Production and Processing	39.054740728		All occ	26747.939311	2	All occupations	2	0
00-0000	2.C.2.a	Production and Processing	20.436725003		All occ	28257.790703	3	All occupations	2	0
00-0000	2.C.2.a	Production and Processing	60.850674361		All occ	49146.200711	0	All occupations	3	0
00-0000	2.C.2.a	Production and Processing	43.320964002		All occ	44667.721299	1	All occupations	3	0
00-0000	2.C.2.a	Production and Processing	33.409613998		All occ	43801.981719	2	All occupations	3	0
00-0000	2.C.2.a	Production and Processing	19.120007132		All occ	37625.411154	3	All occupations	3	0
00-0000	2.C.2.a	Production and Processing	61.062670784		All occ	89807.56469	0	All occupations	4	0
00-0000	2.C.2.a	Production and Processing	41.906172004		All occ	70254.340577	1	All occupations	4	0
00-0000	2.C.2.a	Production and Processing	30.550925282		All occ	65950.795605	2	All occupations	4	0
00-0000	2.C.2.a	Production and Processing	17.941603333		All occ	62839.895787	3	All occupations	4	0
00-0000	2.C.2.a	Production and Processing	46.542044516		All occ	103374.45132	0	All occupations	5	0
00-0000	2.C.2.a	Production and Processing	30.078537898		All occ	85361.859395	1	All occupations	5	0
00-0000	2.C.2.a	Production and Processing	22.86122149		All occ	70314.495446	2	All occupations	5	0
00-0000	2.C.2.a	Production and Processing	13.177380947		All occ	89482.555408	3	All occupations	5	0
00-0000	2.C.2.b	Food Production	49.823256818		All occ	19414.780686	0	All occupations	1	0
00-0000	2.C.2.b	Food Production	27.150600607		All occ	19453.42759	1	All occupations	1	0
00-0000	2.C.2.b	Food Production	15.97704016		All occ	24280.315779	2	All occupations	1	0
00-0000	2.C.2.b	Food Production	6.0243042285		All occ	27700.020024	3	All occupations	1	0
00-0000	2.C.2.b	Food Production	29.409586741		All occ	28196.109506	0	All occupations	2	0
00-0000	2.C.2.b	Food Production	11.778762821		All occ	26180.584904	1	All occupations	2	0
00-0000	2.C.2.b	Food Production	5.7475002491		All occ	31074.387136	2	All occupations	2	0
00-0000	2.C.2.b	Food Production	1.4888986814		All occ	36603.407586	3	All occupations	2	0
00-0000	2.C.2.b	Food Production	21.018995621		All occ	38678.829165	0	All occupations	3	0
00-0000	2.C.2.b	Food Production	10.868768492		All occ	42647.404526	1	All occupations	3	0
00-0000	2.C.2.b	Food Production	5.552327029		All occ	47628.444974	2	All occupations	3	0
00-0000	2.C.2.b	Food Production	1.0337018854		All occ	42834.137902	3	All occupations	3	0
00-0000	2.C.2.b	Food Production	20.617232601		All occ	60539.002697	0	All occupations	4	0
00-0000	2.C.2.b	Food Production	12.526038521		All occ	71625.010824	1	All occupations	4	0
00-0000	2.C.2.b	Food Production	6.8234628924		All occ	75665.137958	2	All occupations	4	0
00-0000	2.C.2.b	Food Production	1.2260578785		All occ	74322.60564	3	All occupations	4	0
00-0000	2.C.2.b	Food Production	20.959053055		All occ	97717.686071	0	All occupations	5	0
00-0000	2.C.2.b	Food Production	12.854805602		All occ	77706.049334	1	All occupations	5	0
00-0000	2.C.2.b	Food Production	6.7683860224		All occ	85841.511075	2	All occupations	5	0
00-0000	2.C.2.b	Food Production	2.9752516269		All occ	101685.63479	3	All occupations	5	0
00-0000	2.C.3.a	Computers and Electronics	38.958212341		All occ	20337.575866	0	All occupations	1	0
00-0000	2.C.3.a	Computers and Electronics	30.83100675		All occ	20253.714411	1	All occupations	1	0
00-0000	2.C.3.a	Computers and Electronics	22.66515664		All occ	19776.055487	2	All occupations	1	0
00-0000	2.C.3.a	Computers and Electronics	12.905592094		All occ	23613.023517	3	All occupations	1	0
00-0000	2.C.3.a	Computers and Electronics	52.479185391		All occ	30344.35959	0	All occupations	2	0
00-0000	2.C.3.a	Computers and Electronics	39.919132246		All occ	32039.544766	1	All occupations	2	0
00-0000	2.C.3.a	Computers and Electronics	32.279317895		All occ	29100.799273	2	All occupations	2	0
00-0000	2.C.3.a	Computers and Electronics	21.154330423		All occ	26414.779885	3	All occupations	2	0
00-0000	2.C.3.a	Computers and Electronics	68.830494888		All occ	47725.112438	0	All occupations	3	0
00-0000	2.C.3.a	Computers and Electronics	60.6208309		All occ	40586.308608	1	All occupations	3	0
00-0000	2.C.3.a	Computers and Electronics	51.285305591		All occ	45515.949738	2	All occupations	3	0
00-0000	2.C.3.a	Computers and Electronics	38.0284168		All occ	34924.193863	3	All occupations	3	0
00-0000	2.C.3.a	Computers and Electronics	85.742362711		All occ	89405.549277	0	All occupations	4	0
00-0000	2.C.3.a	Computers and Electronics	65.62144825		All occ	66724.044258	1	All occupations	4	0
00-0000	2.C.3.a	Computers and Electronics	59.984586666		All occ	73822.551941	2	All occupations	4	0
00-0000	2.C.3.a	Computers and Electronics	50.182095691		All occ	59642.358788	3	All occupations	4	0
00-0000	2.C.3.a	Computers and Electronics	72.753384895		All occ	81434.945174	0	All occupations	5	0
00-0000	2.C.3.a	Computers and Electronics	63.669686015		All occ	71578.863164	1	All occupations	5	0
00-0000	2.C.3.a	Computers and Electronics	57.701934594		All occ	98728.763313	2	All occupations	5	0
00-0000	2.C.3.a	Computers and Electronics	50.430432005		All occ	95124.943735	3	All occupations	5	0
00-0000	2.C.3.b	Engineering and Technology	36.18457912		All occ	26491.934216	0	All occupations	1	0
00-0000	2.C.3.b	Engineering and Technology	28.203325773		All occ	19521.49391	1	All occupations	1	0
00-0000	2.C.3.b	Engineering and Technology	19.139434997		All occ	20199.397056	2	All occupations	1	0
00-0000	2.C.3.b	Engineering and Technology	12.81702439		All occ	19800.568708	3	All occupations	1	0
00-0000	2.C.3.b	Engineering and Technology	49.918982419		All occ	40354.420168	0	All occupations	2	0
00-0000	2.C.3.b	Engineering and Technology	36.60787403		All occ	33489.356632	1	All occupations	2	0
00-0000	2.C.3.b	Engineering and Technology	24.707801022		All occ	28115.847743	2	All occupations	2	0
00-0000	2.C.3.b	Engineering and Technology	13.606156898		All occ	26790.032649	3	All occupations	2	0
00-0000	2.C.3.b	Engineering and Technology	62.736926856		All occ	50647.059126	0	All occupations	3	0
00-0000	2.C.3.b	Engineering and Technology	46.86672582		All occ	45563.542201	1	All occupations	3	0
00-0000	2.C.3.b	Engineering and Technology	27.434647637		All occ	49932.958514	2	All occupations	3	0
00-0000	2.C.3.b	Engineering and Technology	14.206721448		All occ	35256.729394	3	All occupations	3	0
00-0000	2.C.3.b	Engineering and Technology	77.695175969		All occ	86028.217787	0	All occupations	4	0
00-0000	2.C.3.b	Engineering and Technology	48.636809527		All occ	81019.690895	1	All occupations	4	0
00-0000	2.C.3.b	Engineering and Technology	28.871895399		All occ	67492.046026	2	All occupations	4	0
00-0000	2.C.3.b	Engineering and Technology	14.569748523		All occ	57811.087898	3	All occupations	4	0
00-0000	2.C.3.b	Engineering and Technology	65.857130753		All occ	105620.67393	0	All occupations	5	0
00-0000	2.C.3.b	Engineering and Technology	32.811731449		All occ	86203.152771	1	All occupations	5	0
00-0000	2.C.3.b	Engineering and Technology	22.925059338		All occ	72552.055365	2	All occupations	5	0
00-0000	2.C.3.b	Engineering and Technology	15.724006856		All occ	95758.347872	3	All occupations	5	0
00-0000	2.C.3.c	Design	37.819413391		All occ	27077.971308	0	All occupations	1	0
00-0000	2.C.3.c	Design	24.733987602		All occ	19518.573647	1	All occupations	1	0
00-0000	2.C.3.c	Design	17.844030572		All occ	19555.67193	2	All occupations	1	0
00-0000	2.C.3.c	Design	11.91362826		All occ	20393.916221	3	All occupations	1	0
00-0000	2.C.3.c	Design	52.534049712		All occ	39890.093228	0	All occupations	2	0
00-0000	2.C.3.c	Design	32.438098221		All occ	27476.471	1	All occupations	2	0
00-0000	2.C.3.c	Design	20.52247031		All occ	28945.740761	2	All occupations	2	0
00-0000	2.C.3.c	Design	8.9744788475		All occ	27649.286012	3	All occupations	2	0
00-0000	2.C.3.c	Design	63.024311437		All occ	52187.913396	0	All occupations	3	0
00-0000	2.C.3.c	Design	42.469480384		All occ	43133.050294	1	All occupations	3	0
00-0000	2.C.3.c	Design	20.929087023		All occ	41876.578405	2	All occupations	3	0
00-0000	2.C.3.c	Design	12.276767814		All occ	38745.566081	3	All occupations	3	0
00-0000	2.C.3.c	Design	73.049076944		All occ	86507.031722	0	All occupations	4	0
00-0000	2.C.3.c	Design	45.094486426		All occ	86581.120486	1	All occupations	4	0
00-0000	2.C.3.c	Design	29.313382623		All occ	64738.512379	2	All occupations	4	0
00-0000	2.C.3.c	Design	14.608221466		All occ	58903.151554	3	All occupations	4	0
00-0000	2.C.3.c	Design	56.310999479		All occ	104157.84744	0	All occupations	5	0
00-0000	2.C.3.c	Design	33.235333107		All occ	82777.067165	1	All occupations	5	0
00-0000	2.C.3.c	Design	20.263590079		All occ	88653.14391	2	All occupations	5	0
00-0000	2.C.3.c	Design	12.11377559		All occ	86816.407596	3	All occupations	5	0
00-0000	2.C.3.d	Building and Construction	43.203374725		All occ	30394.430373	0	All occupations	1	0
00-0000	2.C.3.d	Building and Construction	25.956383256		All occ	22460.232639	1	All occupations	1	0
00-0000	2.C.3.d	Building and Construction	13.275870538		All occ	19911.827865	2	All occupations	1	0
00-0000	2.C.3.d	Building and Construction	7.7031719917		All occ	19358.782671	3	All occupations	1	0
00-0000	2.C.3.d	Building and Construction	65.585849727		All occ	37496.470956	0	All occupations	2	0
00-0000	2.C.3.d	Building and Construction	26.321668252		All occ	33509.07211	1	All occupations	2	0
00-0000	2.C.3.d	Building and Construction	15.53473939		All occ	26942.846138	2	All occupations	2	0
00-0000	2.C.3.d	Building and Construction	6.4574025917		All occ	27771.860367	3	All occupations	2	0
00-0000	2.C.3.d	Building and Construction	62.937855382		All occ	47883.827331	0	All occupations	3	0
00-0000	2.C.3.d	Building and Construction	29.334588623		All occ	46974.542692	1	All occupations	3	0
00-0000	2.C.3.d	Building and Construction	14.547012856		All occ	43482.209091	2	All occupations	3	0
00-0000	2.C.3.d	Building and Construction	6.3279080552		All occ	37474.387152	3	All occupations	3	0
00-0000	2.C.3.d	Building and Construction	50.078982937		All occ	80562.420451	0	All occupations	4	0
00-0000	2.C.3.d	Building and Construction	25.714408717		All occ	77967.293344	1	All occupations	4	0
00-0000	2.C.3.d	Building and Construction	15.078708451		All occ	67176.042403	2	All occupations	4	0
00-0000	2.C.3.d	Building and Construction	6.6084251572		All occ	64294.171501	3	All occupations	4	0
00-0000	2.C.3.d	Building and Construction	36.720364761		All occ	102344.26088	0	All occupations	5	0
00-0000	2.C.3.d	Building and Construction	18.575065336		All occ	90550.582841	1	All occupations	5	0
00-0000	2.C.3.d	Building and Construction	13.041141038		All occ	90252.934204	2	All occupations	5	0
00-0000	2.C.3.d	Building and Construction	3.1491619403		All occ	72574.729471	3	All occupations	5	0
00-0000	2.C.3.e	Mechanical	59.656803869		All occ	34182.270855	0	All occupations	1	0
00-0000	2.C.3.e	Mechanical	45.193727611		All occ	23592.415265	1	All occupations	1	0
00-0000	2.C.3.e	Mechanical	25.447968854		All occ	19489.96267	2	All occupations	1	0
00-0000	2.C.3.e	Mechanical	18.168754445		All occ	19800.460562	3	All occupations	1	0
00-0000	2.C.3.e	Mechanical	68.593627678		All occ	39480.892305	0	All occupations	2	0
00-0000	2.C.3.e	Mechanical	55.729519965		All occ	36371.799237	1	All occupations	2	0
00-0000	2.C.3.e	Mechanical	34.014052135		All occ	27230.227419	2	All occupations	2	0
00-0000	2.C.3.e	Mechanical	18.167166356		All occ	26922.964888	3	All occupations	2	0
00-0000	2.C.3.e	Mechanical	78.290372791		All occ	45936.018449	0	All occupations	3	0
00-0000	2.C.3.e	Mechanical	55.714558311		All occ	48685.574266	1	All occupations	3	0
00-0000	2.C.3.e	Mechanical	31.994835761		All occ	47777.632896	2	All occupations	3	0
00-0000	2.C.3.e	Mechanical	14.944366395		All occ	37512.89289	3	All occupations	3	0
00-0000	2.C.3.e	Mechanical	53.456580298		All occ	88260.291487	0	All occupations	4	0
00-0000	2.C.3.e	Mechanical	34.1471924		All occ	78437.122504	1	All occupations	4	0
00-0000	2.C.3.e	Mechanical	21.477376482		All occ	64538.563408	2	All occupations	4	0
00-0000	2.C.3.e	Mechanical	9.6206476436		All occ	61871.679321	3	All occupations	4	0
00-0000	2.C.3.e	Mechanical	51.725304944		All occ	98951.696851	0	All occupations	5	0
00-0000	2.C.3.e	Mechanical	29.673063196		All occ	97683.272661	1	All occupations	5	0
00-0000	2.C.3.e	Mechanical	17.589747889		All occ	93153.564535	2	All occupations	5	0
00-0000	2.C.3.e	Mechanical	9.7030121826		All occ	62618.82312	3	All occupations	5	0
00-0000	2.C.4.a	Mathematics	54.953269144		All occ	19846.113393	0	All occupations	1	0
00-0000	2.C.4.a	Mathematics	41.863718235		All occ	20542.607797	1	All occupations	1	0
00-0000	2.C.4.a	Mathematics	36.58859262		All occ	20479.152244	2	All occupations	1	0
00-0000	2.C.4.a	Mathematics	21.394627821		All occ	21383.195401	3	All occupations	1	0
00-0000	2.C.4.a	Mathematics	60.450362989		All occ	37201.453913	0	All occupations	2	0
00-0000	2.C.4.a	Mathematics	50.625228082		All occ	29862.092837	1	All occupations	2	0
00-0000	2.C.4.a	Mathematics	42.222247142		All occ	27843.915278	2	All occupations	2	0
00-0000	2.C.4.a	Mathematics	28.868904273		All occ	26517.274366	3	All occupations	2	0
00-0000	2.C.4.a	Mathematics	65.939195308		All occ	46346.4256	0	All occupations	3	0
00-0000	2.C.4.a	Mathematics	57.642365545		All occ	51438.038379	1	All occupations	3	0
00-0000	2.C.4.a	Mathematics	48.428152614		All occ	37635.791378	2	All occupations	3	0
00-0000	2.C.4.a	Mathematics	38.532713637		All occ	38710.912025	3	All occupations	3	0
00-0000	2.C.4.a	Mathematics	77.0741879		All occ	79642.163307	0	All occupations	4	0
00-0000	2.C.4.a	Mathematics	65.491607815		All occ	77003.830553	1	All occupations	4	0
00-0000	2.C.4.a	Mathematics	58.982936982		All occ	70522.001706	2	All occupations	4	0
00-0000	2.C.4.a	Mathematics	42.932793007		All occ	53680.733326	3	All occupations	4	0
00-0000	2.C.4.a	Mathematics	80.78679163		All occ	92291.921015	0	All occupations	5	0
00-0000	2.C.4.a	Mathematics	67.808854488		All occ	113140.55104	1	All occupations	5	0
00-0000	2.C.4.a	Mathematics	55.835353243		All occ	74729.618306	2	All occupations	5	0
00-0000	2.C.4.a	Mathematics	42.257782875		All occ	79293.510006	3	All occupations	5	0
00-0000	2.C.4.b	Physics	30.853530618		All occ	24694.254916	0	All occupations	1	0
00-0000	2.C.4.b	Physics	20.022728269		All occ	19625.877545	1	All occupations	1	0
00-0000	2.C.4.b	Physics	16.515912326		All occ	21802.034055	2	All occupations	1	0
00-0000	2.C.4.b	Physics	11.394281811		All occ	19550.589739	3	All occupations	1	0
00-0000	2.C.4.b	Physics	40.590799765		All occ	37951.009854	0	All occupations	2	0
00-0000	2.C.4.b	Physics	27.199228401		All occ	35042.949376	1	All occupations	2	0
00-0000	2.C.4.b	Physics	18.912903932		All occ	27052.575969	2	All occupations	2	0
00-0000	2.C.4.b	Physics	8.7687281654		All occ	27906.404783	3	All occupations	2	0
00-0000	2.C.4.b	Physics	54.527255671		All occ	53514.469338	0	All occupations	3	0
00-0000	2.C.4.b	Physics	38.494472044		All occ	43912.493892	1	All occupations	3	0
00-0000	2.C.4.b	Physics	21.669215555		All occ	39631.730899	2	All occupations	3	0
00-0000	2.C.4.b	Physics	9.070933174		All occ	39299.429124	3	All occupations	3	0
00-0000	2.C.4.b	Physics	61.323142308		All occ	89166.326393	0	All occupations	4	0
00-0000	2.C.4.b	Physics	29.845694783		All occ	72199.585318	1	All occupations	4	0
00-0000	2.C.4.b	Physics	18.25624354		All occ	69082.993781	2	All occupations	4	0
00-0000	2.C.4.b	Physics	7.0368398577		All occ	62953.587753	3	All occupations	4	0
00-0000	2.C.4.b	Physics	56.323686058		All occ	92460.785115	0	All occupations	5	0
00-0000	2.C.4.b	Physics	35.898398915		All occ	108653.72483	1	All occupations	5	0
00-0000	2.C.4.b	Physics	18.434379509		All occ	91464.348881	2	All occupations	5	0
00-0000	2.C.4.b	Physics	8.2695062729		All occ	76108.686335	3	All occupations	5	0
00-0000	2.C.4.c	Chemistry	44.635454549		All occ	23449.821205	0	All occupations	1	0
00-0000	2.C.4.c	Chemistry	34.126684912		All occ	20523.777418	1	All occupations	1	0
00-0000	2.C.4.c	Chemistry	25.47302775		All occ	19366.906902	2	All occupations	1	0
00-0000	2.C.4.c	Chemistry	15.815296052		All occ	19863.151485	3	All occupations	1	0
00-0000	2.C.4.c	Chemistry	47.499378709		All occ	34950.222255	0	All occupations	2	0
00-0000	2.C.4.c	Chemistry	32.034685014		All occ	30089.303826	1	All occupations	2	0
00-0000	2.C.4.c	Chemistry	23.085644057		All occ	31081.639526	2	All occupations	2	0
00-0000	2.C.4.c	Chemistry	12.557843879		All occ	26938.982231	3	All occupations	2	0
00-0000	2.C.4.c	Chemistry	51.310253955		All occ	44968.368362	0	All occupations	3	0
00-0000	2.C.4.c	Chemistry	39.996921595		All occ	45409.566633	1	All occupations	3	0
00-0000	2.C.4.c	Chemistry	24.449828035		All occ	37757.121616	2	All occupations	3	0
00-0000	2.C.4.c	Chemistry	9.2473593691		All occ	43351.844724	3	All occupations	3	0
00-0000	2.C.4.c	Chemistry	54.766504639		All occ	70856.720657	0	All occupations	4	0
00-0000	2.C.4.c	Chemistry	30.660417359		All occ	74881.77338	1	All occupations	4	0
00-0000	2.C.4.c	Chemistry	17.517229582		All occ	66081.323998	2	All occupations	4	0
00-0000	2.C.4.c	Chemistry	7.5327572576		All occ	70465.575444	3	All occupations	4	0
00-0000	2.C.4.c	Chemistry	66.373056626		All occ	108809.90409	0	All occupations	5	0
00-0000	2.C.4.c	Chemistry	44.295098165		All occ	83790.856591	1	All occupations	5	0
00-0000	2.C.4.c	Chemistry	22.506998195		All occ	80267.804923	2	All occupations	5	0
00-0000	2.C.4.c	Chemistry	11.851598856		All occ	91153.611156	3	All occupations	5	0
00-0000	2.C.4.d	Biology	39.532136204		All occ	23895.80978	0	All occupations	1	0
00-0000	2.C.4.d	Biology	21.627911109		All occ	21644.398047	1	All occupations	1	0
00-0000	2.C.4.d	Biology	12.692018829		All occ	19297.819388	2	All occupations	1	0
00-0000	2.C.4.d	Biology	6.9068218153		All occ	21559.313237	3	All occupations	1	0
00-0000	2.C.4.d	Biology	24.333805279		All occ	28062.240038	0	All occupations	2	0
00-0000	2.C.4.d	Biology	14.452313465		All occ	32270.622978	1	All occupations	2	0
00-0000	2.C.4.d	Biology	9.8482600917		All occ	26070.352067	2	All occupations	2	0
00-0000	2.C.4.d	Biology	2.9946502246		All occ	30411.861299	3	All occupations	2	0
00-0000	2.C.4.d	Biology	44.268449123		All occ	42897.289125	0	All occupations	3	0
00-0000	2.C.4.d	Biology	22.695511741		All occ	39431.67771	1	All occupations	3	0
00-0000	2.C.4.d	Biology	11.081369528		All occ	43357.026253	2	All occupations	3	0
00-0000	2.C.4.d	Biology	5.5524451703		All occ	45108.371251	3	All occupations	3	0
00-0000	2.C.4.d	Biology	56.343793109		All occ	62568.158858	0	All occupations	4	0
00-0000	2.C.4.d	Biology	25.130575537		All occ	76988.778584	1	All occupations	4	0
00-0000	2.C.4.d	Biology	13.961336247		All occ	72212.513349	2	All occupations	4	0
00-0000	2.C.4.d	Biology	6.1358276879		All occ	69545.05204	3	All occupations	4	0
00-0000	2.C.4.d	Biology	78.696936137		All occ	98480.103609	0	All occupations	5	0
00-0000	2.C.4.d	Biology	57.519083513		All occ	98536.062439	1	All occupations	5	0
00-0000	2.C.4.d	Biology	28.021794223		All occ	90498.305109	2	All occupations	5	0
00-0000	2.C.4.d	Biology	13.779504882		All occ	78110.018177	3	All occupations	5	0
00-0000	2.C.4.e	Psychology	34.699869222		All occ	19617.046617	0	All occupations	1	0
00-0000	2.C.4.e	Psychology	29.92078979		All occ	20104.776149	1	All occupations	1	0
00-0000	2.C.4.e	Psychology	23.867753969		All occ	20330.794106	2	All occupations	1	0
00-0000	2.C.4.e	Psychology	15.964813096		All occ	23823.979229	3	All occupations	1	0
00-0000	2.C.4.e	Psychology	48.035984597		All occ	28754.63903	0	All occupations	2	0
00-0000	2.C.4.e	Psychology	33.753109773		All occ	33979.042495	1	All occupations	2	0
00-0000	2.C.4.e	Psychology	25.364699374		All occ	28654.395051	2	All occupations	2	0
00-0000	2.C.4.e	Psychology	17.209984101		All occ	28425.463912	3	All occupations	2	0
00-0000	2.C.4.e	Psychology	63.099749829		All occ	41145.809962	0	All occupations	3	0
00-0000	2.C.4.e	Psychology	44.399661778		All occ	40266.924306	1	All occupations	3	0
00-0000	2.C.4.e	Psychology	32.826727823		All occ	45153.233382	2	All occupations	3	0
00-0000	2.C.4.e	Psychology	21.013112412		All occ	41981.995463	3	All occupations	3	0
00-0000	2.C.4.e	Psychology	71.143442792		All occ	59680.615076	0	All occupations	4	0
00-0000	2.C.4.e	Psychology	47.60783204		All occ	83495.244709	1	All occupations	4	0
00-0000	2.C.4.e	Psychology	37.601341821		All occ	72278.555982	2	All occupations	4	0
00-0000	2.C.4.e	Psychology	25.287712638		All occ	73612.690534	3	All occupations	4	0
00-0000	2.C.4.e	Psychology	85.277873328		All occ	74669.669857	0	All occupations	5	0
00-0000	2.C.4.e	Psychology	65.734280016		All occ	88610.429794	1	All occupations	5	0
00-0000	2.C.4.e	Psychology	50.649990041		All occ	105248.45477	2	All occupations	5	0
00-0000	2.C.4.e	Psychology	35.55166931		All occ	91209.288497	3	All occupations	5	0
00-0000	2.C.4.f	Sociology and Anthropology	25.073809328		All occ	20045.566954	0	All occupations	1	0
00-0000	2.C.4.f	Sociology and Anthropology	20.221407338		All occ	20135.157542	1	All occupations	1	0
00-0000	2.C.4.f	Sociology and Anthropology	14.631016552		All occ	19465.400491	2	All occupations	1	0
00-0000	2.C.4.f	Sociology and Anthropology	9.8574468161		All occ	24916.276905	3	All occupations	1	0
00-0000	2.C.4.f	Sociology and Anthropology	28.257679764		All occ	27822.829743	0	All occupations	2	0
00-0000	2.C.4.f	Sociology and Anthropology	19.404144505		All occ	33594.878296	1	All occupations	2	0
00-0000	2.C.4.f	Sociology and Anthropology	14.613078201		All occ	27510.000437	2	All occupations	2	0
00-0000	2.C.4.f	Sociology and Anthropology	8.2837327513		All occ	32752.944255	3	All occupations	2	0
00-0000	2.C.4.f	Sociology and Anthropology	43.446233957		All occ	37962.484228	0	All occupations	3	0
